Title,Accession Number,Museum Name,Object Type,,Medium,,Main Artist,,Artist's Nationality,,Artist's Life Date / Bio Data,,Country,,Inscription,,Dimensions,,Brief Description,,Detailed Description,,Period / Year of Work,,Gallery Name,,Main Material,,Component Material II,,Origin Place
Untitled,ngma-04533,"National Gallery of Modern Art, New Delhi",Print,,,,Banerjee Amitabha,,Indian,,,,India,,,,29.3 x 33.3 cm,,,,,,,,NGMA-New Delhi,,Etching Print,,Etching Print,,
"Untitled, 1981",ngma-04534,"National Gallery of Modern Art, New Delhi",Print,,,,P.S. Chandrasekhar,,Indian,,,,India,,,,38.3x28.4cm,,"P. S. Chander Sheker is an artist from Secundarabad, Andra Pradesh, whose works are expressionist set in the layers of darkness and reflecting the human psyche.  This work is a Lithograph print by him, one of the entire series of works titled 'Temptation'. ",,,,1981,,,,Lithograph Print,,,,
An Evening,ngma-04535,"National Gallery of Modern Art, New Delhi",Print,,,,Choyal Shail,,Indian,,,,India,,,,30 x 23.7 cm,,,,,,,,NGMA-New Delhi,,Etching Print,,Etching Print,,
Untitled,ngma-04536,"National Gallery of Modern Art, New Delhi",Print,,,,Zharotia Jai,,Indian,,,,India,,,,23.5 x 32 cm,,,,,,,,NGMA-New Delhi,,Etching Print,,Etching Print,,
Untitled,ngma-04537,"National Gallery of Modern Art, New Delhi",Print,,,,Reddi D.L.N,,Indian,,,,India,,,,,,,,,,,,NGMA-New Delhi,,Etching Print,,Etching Print,,
Untitled,ngma-04538,"National Gallery of Modern Art, New Delhi",Print,,,,Monohar Lal,,Indian,,,,India,,,,25.3 x 34.2 cm,,,,,,,,NGMA-New Delhi,,Lithograph Print,,,,
Untitled,ngma-04539,"National Gallery of Modern Art, New Delhi",Print,,,,Chandrasekhara C,,Indian,,,,India,,,,24 x 24.6 cm,,,,,,,,NGMA-New Delhi,,Etching Print,,,,
Untitled,ngma-04541,"National Gallery of Modern Art, New Delhi",Print,,,,David Sampat kumar,,Indian,,,,India,,,,39.5 x 30 cm,,,,,,,,NGMA-New Delhi,,Lithograph Print,,,,
Untitled,ngma-04545,"National Gallery of Modern Art, New Delhi",Print,,,,Barua Pinaki,,Indian,,,,India,,,,29.5 x 29.5 cm,,,,,,,,NGMA-New Delhi,,Etching Print,,,,
Untitled,ngma-04546,"National Gallery of Modern Art, New Delhi",Print,,,,Bankar D.R,,Indian,,,,India,,,,31.8 x 30.5 cm,,,,,,,,NGMA-New Delhi,,Etching Print,,,,
Untitled,ngma-04547,"National Gallery of Modern Art, New Delhi",Print,,,,Acharya K Chandranath,,Indian,,,,India,,,,32 x 24.7 cm,,,,,,,,NGMA-New Delhi,,Etching Print,,,,
Untitled,ngma-04548,"National Gallery of Modern Art, New Delhi",Print,,,,Das Chandan,,Indian,,,,India,,,,30 x 30 cm,,,,,,,,NGMA-New Delhi,,Etching Print,,,,
Two figures - Man and Woman,ngma-04552,"National Gallery of Modern Art, New Delhi",Painting,,Oil on Canvas,,unknown,,,,,,,,,,23 x 31.5 cms,,Initial content,,,,,,NGMA-New Delhi,,,,,,
Landscape,ngma-04553,"National Gallery of Modern Art, New Delhi",Painting,,Oil on Canvas,,unknown,,,,,,,,,,100 x 73.5 cms,,Initial content,,,,,,NGMA-New Delhi,,,,,,
Bratislava Square,ngma-04554,"National Gallery of Modern Art, New Delhi",Print,,,,Unknown,,,,,,,,,,27.4 X 37.8 cms,,,,,,,,NGMA-New Delhi,,Lithograph Print,,,,
"Fantassy, 1975",ngma-04559,"National Gallery of Modern Art, New Delhi",Painting,,Oil on Canvas,,Bimal Das Gupta,,Indian,,,,India,,,,45.5 X 38 cms,,,,,,,,NGMA-New Delhi,,,,,,
"No Title,1977",ngma-04560,"National Gallery of Modern Art, New Delhi",Painting,,Watercolor on Paper,,Anandmohan Naik,,,,,,,,,,17 X 16.5 cm,,,,,,,,NGMA-New Delhi,,Watercolour on paper,,,,
Krishna Playing Flute,ngma-04561-,"National Gallery of Modern Art, New Delhi",Painting,,Tempera on paper,,Tanjore School,,Indian,,,,India,,,,24.5 x 29.5 cm,,,,,,,,NGMA-New Delhi,,,,,,
Krishna playing Flute,ngma-04561,"National Gallery of Modern Art, New Delhi",Painting,,Tempera on paper,,Tanjore School,,,,,,,,,,24.5 x 29.5 cms,,Initial content,,,,,,NGMA-New Delhi,,,,,,
"""O"", c 1970",ngma-04562,"National Gallery of Modern Art, New Delhi",Painting,,Oil on Paper,,Viko Soni,,,,,,,,,,31 X 22 cms,,,,,,c 1970,,NGMA-New Delhi,,Oil on Paper,,,,
Flask,ngma-04563,"National Gallery of Modern Art, New Delhi",Print,,,,Omej,,,,,,,,,,35.2 x 33.2 cms,,Initial content,,,,,,NGMA-New Delhi,,Print,,,,
Forest Scene,ngma-04564,"National Gallery of Modern Art, New Delhi",Painting,,Oil on Canvas,,S. A. Krishnan,,Indian,,,,India,,,,76x61cm,,The painting depicts a landscape with of the dark forest with trees and darker tones of colours.,,,,1964,,,,,,,,
Boats in the sea,ngma-04565-,"National Gallery of Modern Art, New Delhi",Painting,,Oil on Canvas,,Krishnan S.A.,,Indian,,,,India,,,,61 x 61 cms,,,,,,,,NGMA-New Delhi,,,,,,India
Boats in the sea,ngma-04565,"National Gallery of Modern Art, New Delhi",Painting,,Oil on Canvas,,Krishnan S.A.,,Indian,,,,,,,,61 x 61 cms,,Initial content,,,,,,NGMA-New Delhi,,,,,,India
Landscape,ngma-04567,"National Gallery of Modern Art, New Delhi",Painting,,Oil on Canvas,,S.A.Krishnan,,,,,,,,,,84.3 x 60 cms,,Initial content,,,,,,NGMA-New Delhi,,,,,,
Blue Symphony,ngma-04568,"National Gallery of Modern Art, New Delhi",Painting,,Oil on Canvas,,Dasgupta Bimal,,Indian,,,,India,,,,81 x 81 cm,,,,,,,,NGMA-New Delhi,,,,,,
Blue Sky,ngma-04569-,"National Gallery of Modern Art, New Delhi",Painting,,Oil on Canvas,,Pai Laxman,,Indian,,,,India,,,,61 x 96.5 cms,,,,,,,,NGMA-New Delhi,,,,,,India
Blue Sky,ngma-04569,"National Gallery of Modern Art, New Delhi",Painting,,Oil on Canvas,,Pai Laxman,,Indian,,,,,,,,61 x 96.5 cms,,Initial content,,,,,,NGMA-New Delhi,,,,,,India
Untitled,ngma-04570-,"National Gallery of Modern Art, New Delhi",Print,,,,Kozo Mio,,,,Kozo Mio was born in Nagoya in 1924. He brought a new wave in a Japanese concreteness picture by a picture-like fantasy picture by the air brush technique. His artwork is very familiar in Japan. He studied traditional Japanese painting at the Kyoto Municipal School of Fine Arts. He i well known for his air-brushed technique where is uses air-brushed acrylic pigment onto the veneered surface of the canvas. ,,,,,,,,,,,,,,NGMA-New Delhi,,serigraph on paper,,,,
Untitled,ngma-04570,"National Gallery of Modern Art, New Delhi",Painting,,serigraph on paper,,Kozo Mio,,,,,,,,,,,,Initial content,,,,,,NGMA-New Delhi,,,,,,
AnkorWat,ngma-04571,"National Gallery of Modern Art, New Delhi",Painting,,Oil on Canvas,,K.K. Hebbar,,,,,,,,,,76.3 x 66 cms,,Initial content,,,,,,NGMA-New Delhi,,,,,,
Portrait Of Late Sailoz Mukherjee,ngma-04572,"National Gallery of Modern Art, New Delhi",Painting,,,,Biren De,,Indian,,,,India,,,,35 X 37.5 cms,,,,,,,,NGMA-New Delhi,,Oil on Canvas,,,,
"Woodcut No 4, 1978",ngma-04573,"National Gallery of Modern Art, New Delhi",Painting,,Woodcut on paper,,Shanti Dave,,Indian,,,,India,,,,39 X 26 cms,,,,,,,,NGMA-New Delhi,,Woodcut on paper,,,,
"Painting, 1968",ngma-04574,"National Gallery of Modern Art, New Delhi",Painting,,Mixed media on paper,,Vishwanathan,,Indian,,,,India,,,,25 X 25 cms,,,,,,,,NGMA-New Delhi,,,,,,
In my dream,ngma-04575,"National Gallery of Modern Art, New Delhi",Painting,,Ink and Pastel on paper,,Jogen Choudhury,,,,,,,,,,35 X 34 cms,,,,,,1977,,NGMA-New Delhi,,Ink and Pastel on paper,,,,
Unknown,ngma-04576,"National Gallery of Modern Art, New Delhi",Painting,,Oil and pastel on board,,Unidentified,,,,,,,,,,89 X 69.5 cms,,,,,,,,NGMA-New Delhi,,Oil and pastel on board,,,,
Landscape,ngma-04577,"National Gallery of Modern Art, New Delhi",Painting,,Collage,,Sonia Dembla,,,,,,,,,,24.5 x 24.5 cms,,"Sonia Dembla
works entirely with fabric collage. She incorporates various kind of materials
from different parts of India.",,,,,,NGMA-New Delhi,,,,,,
"Centrovision 130-b, 1973",ngma-04579,"National Gallery of Modern Art, New Delhi",Painting,,Silk Screen Print,,M. Mamtani,,Indian,,,,India,,,,25.9 X 33.8 cms,,,,,,,,NGMA-New Delhi,,Silk Screen Print,,,,
Untitled,ngma-04580,"National Gallery of Modern Art, New Delhi",Painting,,Mixed media on canvas,,Dave Shanti,,Indian,,,,India,,,,58.7 x 74 cm,,,,,,,,NGMA-New Delhi,,,,,,
Vriksha,ngma-04581-,"National Gallery of Modern Art, New Delhi",Painting,,Metal,,"Vasudev, S.G.",,,,,,,,,,33.5 x 56 cms,,,,,,,,NGMA-New Delhi,,,,,,
Vriksha,ngma-04581,"National Gallery of Modern Art, New Delhi",Painting,,Metal,,"Vasudev, S.G.",,,,,,,,,,33.5 x 56 cms,,Initial content,,,,,,NGMA-New Delhi,,,,,,
Jardin Enchante',ngma-04583,"National Gallery of Modern Art, New Delhi",Print,,,,Sakti Burman,,,,,,,,,,64 X 49 cms,,,,,,1980,,NGMA-New Delhi,,Lithograph Print,,,,
Illustration For Jayadev's Gita Govind No 1,ngma-04585,"National Gallery of Modern Art, New Delhi",Print,,,,Laxman Pai,,Indian,,,,India,,,,28x38cm,,"Pai was inspired by the Goan art and the concept of Indian miniatures. He was also inspired by the style of the ancient Egyptian sculptures  which reflects in many of his work. His canvases are densely populated with nature in all her moods, and his human characters are always depicted in relation with their environment.  This work is a Illustration he made for Jayadeva's Gita Govinda.",,,,,,,,Lithograph Print,,,,
Illustration For Jayadev's Gita Govind No 2,ngma-04586,"National Gallery of Modern Art, New Delhi",Print,,,,Laxman Pai,,Indian,,,,India,,,,28x38cm,,"Pai was inspired by the Goan art and the concept of Indian miniatures. He was also inspired by the style of the ancient Egyptian sculptures  which reflects in many of his work. His canvases are densely populated with nature in all her moods, and his human characters are always depicted in relation with their environment.  This work is a Illustration he made for Jayadeva's Gita Govinda.",,,,,,,,Lithograph Print,,,,
Illustration For Jayadev's Gita Govind No 3,ngma-04587,"National Gallery of Modern Art, New Delhi",Print,,,,Laxman Pai,,Indian,,,,India,,,,28x38cm,,"Pai was inspired by the Goan art and the concept of Indian miniatures. He was also inspired by the style of the ancient Egyptian sculptures  which reflects in many of his work. His canvases are densely populated with nature in all her moods, and his human characters are always depicted in relation with their environment.  This work is a Illustration he made for Jayadeva's Gita Govinda.",,,,,,,,Lithograph Print,,,,
Illustration For Jayadev's Gita Govind No 4,ngma-04588,"National Gallery of Modern Art, New Delhi",Print,,,,Laxman Pai,,Indian,,,,India,,,,28x38cm,,"Pai was inspired by the Goan art and the concept of Indian miniatures. He was also inspired by the style of the ancient Egyptian sculptures  which reflects in many of his work. His canvases are densely populated with nature in all her moods, and his human characters are always depicted in relation with their environment.  This work is a Illustration he made for Jayadeva's Gita Govinda.",,,,,,,,Lithograph Print,,,,
Illustration For Jayadev's Gita Govind,ngma-04590,"National Gallery of Modern Art, New Delhi",Print,,,,Pai Laxman,,Indian,,,,India,,,,28 x 38 cm,,,,,,,,NGMA-New Delhi,,Lithograph Print,,,,
Illustration For Jayadev's Gita Govind,ngma-04591,"National Gallery of Modern Art, New Delhi",Print,,,,Pai Laxman,,Indian,,,,India,,,,28 x 38 cm,,,,,,,,NGMA-New Delhi,,Linocut Print,,,,
Illustration For Jayadev's Gita Govind,ngma-04592,"National Gallery of Modern Art, New Delhi",Print,,,,Pai Laxman,,Indian,,,,India,,,,28 x 38 cm,,,,,,,,NGMA-New Delhi,,Lithograph Print,,,,
Amitee- Krishnan,ngma-04593,"National Gallery of Modern Art, New Delhi",Painting,,Tempera (varnish on wood),,Pai Laxman,,Indian,,,,India,,,,26.5 x 34.4 cm,,,,,,,,NGMA-New Delhi,,,,,,
Three Girls,ngma-04594,"National Gallery of Modern Art, New Delhi",Painting,,Colour print on paper,,Pai Laxman,,Indian,,,,India,,,,29.5 x 25 cm,,,,,,,,NGMA-New Delhi,,,,,,
Blue Wave and Boats,ngma-04597,"National Gallery of Modern Art, New Delhi",Print,,,,Hokusai Katrushika,,Indian,,,,India,,,,39.2 x 28.2 cm,,,,,,,,NGMA-New Delhi,,Woodcut,,,,
"Bakrovs- I, 1969",ngma-04598,"National Gallery of Modern Art, New Delhi",Print,,,,Unknown,,,,,,,,,,13.8 X 19.3 cms,,,,,,1969,,NGMA-New Delhi,,Etching Print,,,,
The Nude and the Steps,ngma-04599,"National Gallery of Modern Art, New Delhi",Print,,,,Kozo,,,,,,,,,,31.5 X 49 cms,,,,,,,,NGMA-New Delhi,,Lithograph Print,,,,
A Girl Undressing,ngma-04600,"National Gallery of Modern Art, New Delhi",Print,,,,Kozo,,,,,,,,,,32.5 X 50 cms,,,,,,,,NGMA-New Delhi,,Lithograph Print,,,,
"Falbala, 1976",ngma-04602,"National Gallery of Modern Art, New Delhi",Print,,,,Unknown,,,,,,,,,,76 X 56 cms,,,,,,,,NGMA-New Delhi,,Graphic Print - lithograph,,,,
Illegible,ngma-04603,"National Gallery of Modern Art, New Delhi",Painting,,Lithograph Print,,Illegible,,,,,,,,,,48 x 64.2 cms,,Initial content,,,,,,NGMA-New Delhi,,,,,,
"Untitled, 1979",ngma-04605,"National Gallery of Modern Art, New Delhi",Print,,,,Rashid- Al Koraishi,,,,,,,,,,22.2 X 39.4 cms,,,,,,1979,,NGMA-New Delhi,,Etching Print,,,,
Arches In Love In Coffee,ngma-04606,"National Gallery of Modern Art, New Delhi",Print,,,,Besharat Sel,,,,,,,,,,49.7 X 44 cms,,,,,,,,NGMA-New Delhi,,Graphic Print - lithograph,,,,
2- Stram,ngma-04607,"National Gallery of Modern Art, New Delhi",Print,,,,Mongillat,,Indian,,,,India,,,,35.9 x 50.5 cm,,,,,,,,NGMA-New Delhi,,Lithograph Print,,,,
1- AM,ngma-04608,"National Gallery of Modern Art, New Delhi",Print,,,,Mongillat,,Indian,,,,India,,,,35.7 x 50.7 cm,,,,,,,,NGMA-New Delhi,,Lithograph Print,,,,
3- Cran,ngma-04609,"National Gallery of Modern Art, New Delhi",Print,,,,Mongillat,,Indian,,,,India,,,,35.9 x 50.5 cm,,,,,,,,NGMA-New Delhi,,Lithograph Print,,,,
"Roster Cock, 1980",ngma-04610,"National Gallery of Modern Art, New Delhi",Painting,,Etching Print,,Luiza,,,,,,,,,,26.6 X 25.5 cms,,,,,,1980,,NGMA-New Delhi,,Etching Print,,,,
Untitled,ngma-04611-,"National Gallery of Modern Art, New Delhi",Print,,,,Kesein,,,,,,,,,,41.2x53cm,,"The work is a monochromatic Lithograph print, showing the intermingling forms with three dimensionality added with the kind on rendering or the forms brought out the with the help of light and dark. ",,,,1972,,,,Lithograph Print,,,,
Untitled,ngma-04611,"National Gallery of Modern Art, New Delhi",Print,,,,Kesein,,Indian,,,,India,,,,41.2 x 53 cm,,,,,,,,NGMA-New Delhi,,Lithograph Print,,,,
"The Songs Of The Road, 1979",ngma-04612,"National Gallery of Modern Art, New Delhi",Print,,,,Monir,,,,,,,,,,23.3 X 19.7 cms,,,,,,,,NGMA-New Delhi,,Graphic Print - etching,,,,
"Untitled, 1980",ngma-04613,"National Gallery of Modern Art, New Delhi",Print,,,,Monir,,,,,,Bangladesh,,,,9.5 X 12 cms,,,,,,1980,,NGMA-New Delhi,,Etching Print,,,,
Foliage,ngma-04614,"National Gallery of Modern Art, New Delhi",Painting,,Mixed Media,,Almedeida David De,,,,,,,,,,53 x 69.3 cms,,Initial content,,,,,,NGMA-New Delhi,,,,,,
How Can One Perceive The Light Without The Shadow,ngma-04615,"National Gallery of Modern Art, New Delhi",Print,,,,M. Mamtani,,,,,,,,,,59.8 x 69.7 cm,,,,,,,,NGMA-New Delhi,,serigraph on paper,,,,
Untitled,ngma-04617,"National Gallery of Modern Art, New Delhi",Painting,,Oil on Paper,,Illegible,,,,,,,,,,49.5 x 51 cms,,Initial content,,,,,,NGMA-New Delhi,,,,,,
Landscape With Red Hills,ngma-04618-,"National Gallery of Modern Art, New Delhi",Painting,,Ink & watercolour on paper,,Unknown,,,,,,,,,,42x35.5cm,,"The painting, very impressionistic as a visual shows a landscape with red hills.",,,,,,,,,,,,
Landscape With Red Hills,ngma-04618,"National Gallery of Modern Art, New Delhi",Painting,,Ink & watercolour on paper,,Unknown,,,,,,,,,,42 x 35.5 cm,,,,,,,,NGMA-New Delhi,,,,,,
An Abstract Design,ngma-04619-,"National Gallery of Modern Art, New Delhi",Painting,,Tempera on paper,,Unknown,,,,,,,,,,43.8x43.8cm,,"The replicating form and the tones of the white and black, create the abstract design.  The repeating form and the tones bring out the rhythm in the visual.",,,,,,,,,,,,
An Abstract Design,ngma-04619,"National Gallery of Modern Art, New Delhi",Painting,,Tempera (varnish on wood),,Unknown,,,,,,,,,,43.8 x 43.8 cm,,,,,,,,NGMA-New Delhi,,,,,,
Untitled,ngma-04620-,"National Gallery of Modern Art, New Delhi",Print,,,,Somnath Hore,,Indian,,,,India,,,,25x26.7cm,,"A known sculptor and a printmaker from Bengal, Somnath Hore has a typical style of rendering the forms and figures in his works.  With time through his artistic practice, his human figures became simplified and shed details. with  this reduction he achieved his individual style of contorted and suffering figures created with a mastered use of line. This etching print is a fine example of Hore's figures used n his works.",,,,1967,,,,Etching Print,,,,
"Untitled, 1967",ngma-04620,"National Gallery of Modern Art, New Delhi",Print,,,,Somnath Hore,,Indian,,"Hailing from the small village of Barama, Chittagong( presently Bangladesh) , Somnath Hore, born in 1921 started painting for the Communist party . He painted scenes of war on the documentation including Bengal famine and Tebhaga Movement which were based on the agitation between the landlords and the tenants in 1948.During this uprising , Hore came in contact of Chittaprosad Bhattacharya , who himself was a print maker and a strategist. Later his joining at the Government College of Art and Craft , Calcutta in 1954 made his learn the printmaking techniques of lithography and intaglio . At then Haren Das was the acing head of the graphics department which gave Hore the advantage of learning from him. Hore came up with an invention in the paper pulp printing along with various amalgamations of different media which gave him utter recognition. His series of abstract paper pulp 'Wounds'fetch him a number of accolades and appreciation. Later he moved to Santi niketan , worked for Kala Bhawan . His association with K.G. Subramanyam and Ram Kinker Baij at the Viswa Bharati University resulted his inclination towards the sculptures. He contorted the sculptures in bronze. He headed the Graphics Department of College of Art, Delhi. Also he went to M.S.U. Baroda and Indian College of Draughtsmanship",,,,,,26 X 29 cms,,"Hore's work are filled by
humanist eye, inclination towards empathy, and his communist ideology. Tension
in lines and emaciating figures were significant in most of his works. He was
driven with the feeling of anguished and suffering of the poor. The overall
impression one gets from Somnath’s works is the depth of poverty he has starved
in. He used knives and red-hot rods to cut and burn into a piece of clay, which
then provided the basis for a cement mould that would shape and scar the paper
pulp. He moulded the white paper to form wound-like gashes,
and stained them with red blood-like pigment. The haunted imagery, blisters of the restrained figures made him
poignant among others. Hore stated,' I do not make pictures, I make 'wounds'
indeed.",,"Somnath Hore is remembered because of his creativity and excellence in inventing new media of printing techniques. Though Gaganendranath Tagore was the father of Indian printmaking, Hore made his presence felt immensely in it. The depiction of the sufferings and atrocities of the poor and the anguished figures with a placement of soaring birds and animals occupy most of the art works produced. His experiments with various print-making techniques and mediums such as etching, intaglio and lithographs led him to develop a new medium called 'Pulp-prints'.",,1967,,NGMA-New Delhi,,Etching Print,,,,
Ikarus,ngma-04621,"National Gallery of Modern Art, New Delhi",Print,,,,M. Guevedo,,,,,,,,,,17.2 x 22.4 cm,,,,,,,,NGMA-New Delhi,,Etching Print,,,,
Don Quixote (Probe),ngma-04622-,"National Gallery of Modern Art, New Delhi",Print,,,,M. Guevedo,,,,,,,,,,,,"The image shows an etching with line drawn theme  which depicts Don Quixote, a middle-aged gentleman from the region of La Mancha in central Spain. Obsessed with the chivalrous ideals touted in books he has read, he decides to take up his lance and sword to defend the helpless and destroy the wicked.  ",,,,,,,,Etching Print,,,,
Don Quihote (Probe),ngma-04622,"National Gallery of Modern Art, New Delhi",Print,,,,M. Guevedo,,,,,,,,,,26.7 x 39.5 cm,,,,,,,,NGMA-New Delhi,,Etching Print,,,,
Water Birds,ngma-04626,"National Gallery of Modern Art, New Delhi",Painting,,Tempera on silk,,Roy Chowdhuri Basu S,,Indian,,,,India,,,,10.5 x 14.9 cm,,,,,,,,NGMA-New Delhi,,,,,,
Two Figures,ngma-04627,"National Gallery of Modern Art, New Delhi",Painting,,Crayon on Paper,,Kar Chintamoni,,Indian,,,,India,,,,27.3 x 37.4 cm,,,,,,,,NGMA-New Delhi,,,,,,
Four Forms,ngma-04628,"National Gallery of Modern Art, New Delhi",Painting,,Pen & ink on card,,Kar Chintamoni,,Indian,,,,India,,,,27.5 x 37.5 cm,,,,,,,,NGMA-New Delhi,,,,,,
Three Graces,ngma-04629,"National Gallery of Modern Art, New Delhi",Painting,,Graphic Print - etching,,Krishna Reddy,,Indian,,"Krishna Reddy was born in Chitoor, Andhra Pradesh on 15 July 1925. He studied art at the Vishwa-Bharati University, Santiniketan, West Bengal under the tutelage of Nandalal Bose. From 1947 to 1950 he headed the art section at Kalakshetra, Chennai. Later, Reddy travelled to Europe where he spent most of his impressionable years. From  1951 to 1952 he continued his studies at Slade School of Fine Arts, University of London. It was here that he studied sculpture under Ossip Zadkine and Marino Marini in Milan and engraving under Stanley William Hayter in Paris. While studying under Hayter, Reddy started assisting him and soon became an Associate Director of the printmaking studio Atelier 17, as well as in the studios of Henry Moore in England, Marino Marini in Italy and Ossip Zadkine in Paris. It was at Atelier 17 that he first began to develop his unique printmaking technique. Krishna Reddy is a known master of  intaglio printmaking and has been a guest professor at many top-ranking universities in the USA. Reddy received the Padma Shri in 1972, in recognition of his distinguished contributions to art. His works can be found in several private and public collections, including the Victoria and Albert Museum, London, the National Gallery of Modern Art, New Delhi, the Museum of Modern Art, New York, the National Gallery of Canada, Ottawa, the Albertina Museum, Vienna, and the National Gallery of Art, Washington, DC. Krishna Reddy lives and works out of Paris and United States of America.",,India,,"Signed 'Krishna Reddy' along the lower margin of the print. There is also an inscription in English that reads, 'Three Graces' along the lower margin.",,,,"Krishna Reddy's prints have an emphasis on line to express the physical form of his subjects infused with vibrant hues. In the above abstract print Reddy has depicted the Greek mythological characters of the three graces, goddesses of charm, beauty, and creativity. It is an alluring example of Reddy's mastery over the viscosity technique of printmaking. A process that uses the principle of viscosity to print multiple colours of ink from a single plate, rather than relying upon multiple plates for colour separation.",,"Krishna Reddy is an internationally acclaimed printmaker and sculptor known for his path-breaking work in revolutionising graphic art and printmaking in the US and India. His prints often revolve around subjects from nature, besides human figures and abstract themes. The artist counts print maker Giacommetti as a major influence on him, one that resulted in his now familiar vocabulary of vertically and horizontally extended images.",,,,NGMA-New Delhi,,Graphic Print - etching,,,,
Seed Pushing,ngma-04630,"National Gallery of Modern Art, New Delhi",Print,,,,Krishna Reddy,,Indian,,"Krishna Reddy was born in Chitoor, Andhra Pradesh on 15 July 1925. He studied art at the Vishwa-Bharati University, Santiniketan, West Bengal under the tutelage of Nandalal Bose. From 1947 to 1950 he headed the art section at Kalakshetra, Chennai. Later, Reddy travelled to Europe where he spent most of his impressionable years. From  1951 to 1952 he continued his studies at Slade School of Fine Arts, University of London. It was here that he studied sculpture under Ossip Zadkine and Marino Marini in Milan and engraving under Stanley William Hayter in Paris. While studying under Hayter, Reddy started assisting him and soon became an Associate Director of the printmaking studio Atelier 17, as well as in the studios of Henry Moore in England, Marino Marini in Italy and Ossip Zadkine in Paris. It was at Atelier 17 that he first began to develop his unique printmaking technique. Krishna Reddy is a known master of  intaglio printmaking and has been a guest professor at many top-ranking universities in the USA. Reddy received the Padma Shri in 1972, in recognition of his distinguished contributions to art. His works can be found in several private and public collections, including the Victoria and Albert Museum, London, the National Gallery of Modern Art, New Delhi, the Museum of Modern Art, New York, the National Gallery of Canada, Ottawa, the Albertina Museum, Vienna, and the National Gallery of Art, Washington, DC. Krishna Reddy lives and works out of Paris and United States of America.",,India,,"Signed 'Krishna Reddy' in English along the lower margin of the print. There is also an inscription in English that reads, 'Seed Pushing' along the lower margin.",,66 x 50 cm,,"Krishna Reddy's prints have an emphasis on line to express the physical form of his subjects infused with vibrant hues. In the above print Reddy has depicted the concept of being born and developing from a seed. The print is an alluring example of Reddy's mastery over the viscosity technique of printmaking. A process that uses the principle of viscosity to print multiple colours of ink from a single plate, rather than relying upon multiple plates for colour separation.",,"Krishna Reddy is an internationally acclaimed printmaker and sculptor known for his path-breaking work in revolutionising graphic art and printmaking in the US and India. His prints often revolve around subjects from nature, besides human figures and abstract themes. The artist counts print maker Giacommetti as a major influence on him, one that resulted in his now familiar vocabulary of vertically and horizontally extended images.",,,,NGMA-New Delhi,,Graphic Print - etching,,,,
Dec '71,ngma-04631-,"National Gallery of Modern Art, New Delhi",Print,,,,"Bhushan, S.R.",,,,,,,,,,35.5 x 56.2 cms,,,,,,,,NGMA-New Delhi,,serigraph on paper,,,,
Dec '71,ngma-04631,"National Gallery of Modern Art, New Delhi",Painting,,serigraph on paper,,"Bhushan, S.R.",,,,,,,,,,35.5 x 56.2 cms,,Initial content,,,,,,NGMA-New Delhi,,,,,,
"The Knock, 1969",ngma-04632,"National Gallery of Modern Art, New Delhi",Print,,,,Somnath Hore,,Indian,,"Hailing from the small village of Barama, Chittagong( presently Bangladesh) , Somnath Hore, born in 1921 started painting for the Communist party . He painted scenes of war on the documentation including Bengal famine and Tebhaga Movement which were based on the agitation between the landlords and the tenants in 1948.During this uprising , Hore came in contact of Chittaprosad Bhattacharya , who himself was a print maker and a strategist. Later his joining at the Government College of Art and Craft , Calcutta in 1954 made his learn the printmaking techniques of lithography and intaglio . At then Haren Das was the acing head of the graphics department which gave Hore the advantage of learning from him. Hore came up with an invention in the paper pulp printing along with various amalgamations of different media which gave him utter recognition. His series of abstract paper pulp 'Wounds'fetch him a number of accolades and appreciation. Later he moved to Santi niketan , worked for Kala Bhawan . His association with K.G. Subramanyam and Ram Kinker Baij at the Viswa Bharati University resulted his inclination towards the sculptures. He contorted the sculptures in bronze. He headed the Graphics Department of College of Art, Delhi. Also he went to M.S.U. Baroda and Indian College of Draughtsmanship",,,,,,46.6 X 27.7 cms,,"Hore's work are filled by
humanist eye, inclination towards empathy, and his communist ideology. Tension
in lines and emaciating figures were significant in most of his works. He was
driven with the feeling of anguished and suffering of the poor. The overall
impression one gets from Somnath’s works is the depth of poverty he has starved
in. He used knives and red-hot rods to cut and burn into a piece of clay, which
then provided the basis for a cement mould that would shape and scar the paper
pulp. He moulded the white paper to form wound-like gashes,
and stained them with red blood-like pigment. The haunted imagery, blisters of the restrained figures made him
poignant among others. Hore stated,' I do not make pictures, I make 'wounds'
indeed.",,"Somnath Hore is remembered because of his creativity and excellence in inventing new media of printing techniques. Though Gaganendranath Tagore was the father of Indian printmaking, Hore made his presence felt immensely in it. The depiction of the sufferings and atrocities of the poor and the anguished figures with a placement of soaring birds and animals occupy most of the art works produced. His experiments with various print-making techniques and mediums such as etching, intaglio and lithographs led him to develop a new medium called 'Pulp-prints'.",,Sep-69,,NGMA-New Delhi,,Lithograph Print,,,,
Untitled,ngma-04633,"National Gallery of Modern Art, New Delhi",Print,,,,Jyoti Bhatt,,,,,,,,,,25 X 32 cms,,,,,,,,NGMA-New Delhi,,Graphic Print - Intaglio,,,,
Odpouvajice,ngma-04635,"National Gallery of Modern Art, New Delhi",Painting,,Etching Print,,Ota Janecek,,,,,,,,,,51.5 x 34 cms,,Initial content,,,,,,NGMA-New Delhi,,,,,,
